semantic_cluster,cluster_name,cluster_confidence,sentiment,sentiment_score,umap_x,umap_y,Reports,processed_text
10,💻 Online Learning & Platform Issues,0.98,Positive,0.3612,12.910827,2.066923," I feel like online classes aren't preparing me for the real world and workplace, where in-person communication and collaboration are essential skills.", i feel like online classes arent preparing me for the real world and workplace where inperson communication and collaboration are essential skills
10,💻 Online Learning & Platform Issues,0.98,Neutral,0.0,12.756914,1.505451," The online platform we use for classes is not accessible for students with disabilities, which is a major issue.", the online platform we use for classes is not accessible for students with disabilities which is a major issue
10,💻 Online Learning & Platform Issues,0.8642,Positive,0.6801,12.12095,2.451025, I wish there were more opportunities for online students to interact with professors and receive feedback on their work., i wish there were more opportunities for online students to interact with professors and receive feedback on their work
10,💻 Online Learning & Platform Issues,0.98,Positive,0.4767,12.901879,1.982069, The lack of structure and clear expectations in my online classes made it hard to know what was expected of me and how to succeed., the lack of structure and clear expectations in my online classes made it hard to know what was expected of me and how to succeed
10,💻 Online Learning & Platform Issues,0.8181,Positive,0.6369,12.706753,2.149349," As an online student, I feel like I'm not receiving the same level of support and resources as in-person students.", as an online student i feel like im not receiving the same level of support and resources as inperson students
10,💻 Online Learning & Platform Issues,0.98,Negative,-0.4404,12.825971,1.326754," I had to spend a lot of money on additional technology and equipment to participate in my online classes, which was a financial burden.", i had to spend a lot of money on additional technology and equipment to participate in my online classes which was a financial burden
10,💻 Online Learning & Platform Issues,0.98,Negative,-0.4019,12.827287,1.862395, The lack of hands-on learning and practical experience in my online classes made it hard to apply the knowledge to real-world situations., the lack of handson learning and practical experience in my online classes made it hard to apply the knowledge to realworld situations
6,💼 Career & Internship Opportunities,0.98,Positive,0.4404,10.00579,9.977983, I feel like I'm missing out on the social and networking opportunities that come with in-person classes and campus events., i feel like im missing out on the social and networking opportunities that come with inperson classes and campus events
4,💰 Financial Aid & Administration,0.1847,Neutral,0.0,4.765019,3.150975,"""I recently applied for a military certificate through the student affairs office, but it's been weeks and I haven't received any update on the status of my application.""",i recently applied for a military certificate through the student affairs office but its been weeks and i havent received any update on the status of my application
-1,🌀 Unclassified Institutional Feedback,0.15,Negative,-0.296,4.628972,2.892006,"""The student affairs office seems to be disorganized and inefficient when it comes to managing birth certificates. I had to make multiple trips to their office just to get mine processed.""",the student affairs office seems to be disorganized and inefficient when it comes to managing birth certificates i had to make multiple trips to their office just to get mine processed
-1,🌀 Unclassified Institutional Feedback,0.15,Positive,0.3013,4.820737,3.16886,"""I need my training certificate for an internship opportunity, but the student affairs office keeps giving me the runaround and hasn't provided any clear timeline for when I can expect to receive it.""",i need my training certificate for an internship opportunity but the student affairs office keeps giving me the runaround and hasnt provided any clear timeline for when i can expect to receive it
-1,🌀 Unclassified Institutional Feedback,0.15,Positive,0.3182,4.643965,2.922496,"""The process for obtaining student certificates is unnecessarily complicated and time-consuming. It's taking away from my ability to focus on my studies.""",the process for obtaining student certificates is unnecessarily complicated and timeconsuming its taking away from my ability to focus on my studies
-1,🌀 Unclassified Institutional Feedback,0.15,Neutral,0.0,4.466913,2.73106,"""The student affairs office needs to do a better job of communicating with students about the status of their certificate requests. It's frustrating not knowing where things stand.""",the student affairs office needs to do a better job of communicating with students about the status of their certificate requests its frustrating not knowing where things stand
4,💰 Financial Aid & Administration,0.1851,Negative,-0.3919,4.783666,3.199902,"""I submitted my military certificate application on time, but the student affairs office failed to process it in a timely manner, causing me to miss out on a scholarship opportunity.""",i submitted my military certificate application on time but the student affairs office failed to process it in a timely manner causing me to miss out on a scholarship opportunity
-1,🌀 Unclassified Institutional Feedback,0.15,Neutral,0.0,4.689449,3.012196,"""The student affairs office needs to streamline their processes for managing birth certificates. It shouldn't take weeks to get a simple document processed.""",the student affairs office needs to streamline their processes for managing birth certificates it shouldnt take weeks to get a simple document processed
4,💰 Financial Aid & Administration,0.1843,Neutral,0.0,4.799994,3.13859,"""I've been waiting for my training certificate for over a month now, and every time I follow up with the student affairs office, they tell me it's still being processed.""",ive been waiting for my training certificate for over a month now and every time i follow up with the student affairs office they tell me its still being processed
-1,🌀 Unclassified Institutional Feedback,0.15,Negative,-0.34,4.500716,2.762541,"""The lack of transparency in the student affairs office's certificate management processes is unacceptable. Students deserve better communication and clearer timelines.""",the lack of transparency in the student affairs offices certificate management processes is unacceptable students deserve better communication and clearer timelines
-1,🌀 Unclassified Institutional Feedback,0.15,Positive,0.7924,4.610144,2.89467," ""I've had nothing but frustration and delays in trying to obtain my student certificates. The student affairs office needs to overhaul their processes and make it easier for students to get what they need.""", ive had nothing but frustration and delays in trying to obtain my student certificates the student affairs office needs to overhaul their processes and make it easier for students to get what they need
-1,🌀 Unclassified Institutional Feedback,0.15,Positive,0.4215,4.414229,2.670043," ""The student affairs office seems to prioritize administrative tasks over student needs. It's time for them to focus on improving their services for students.""", the student affairs office seems to prioritize administrative tasks over student needs its time for them to focus on improving their services for students
4,💰 Financial Aid & Administration,0.1851,Negative,-0.4588,4.78305,3.21738," ""I had to wait in line for hours just to submit my military certificate application, and it still hasn't been processed. This is unacceptable.""", i had to wait in line for hours just to submit my military certificate application and it still hasnt been processed this is unacceptable
-1,🌀 Unclassified Institutional Feedback,0.15,Positive,0.4939,4.538672,2.813992," ""The student affairs office should provide online options for submitting and tracking certificate requests. It would save students a lot of time and hassle.""", the student affairs office should provide online options for submitting and tracking certificate requests it would save students a lot of time and hassle
-1,🌀 Unclassified Institutional Feedback,0.15,Neutral,0.0,4.673862,2.96993," ""I've heard from multiple students that the student affairs office is notoriously slow when it comes to processing birth certificates. It's time for them to make some changes.""", ive heard from multiple students that the student affairs office is notoriously slow when it comes to processing birth certificates its time for them to make some changes
-1,🌀 Unclassified Institutional Feedback,0.15,Neutral,-0.0129,4.493829,2.754544," ""The student affairs office needs to take responsibility for their mistakes and improve their processes for managing certificates. Students shouldn't have to suffer because of their incompetence.""", the student affairs office needs to take responsibility for their mistakes and improve their processes for managing certificates students shouldnt have to suffer because of their incompetence
-1,🌀 Unclassified Institutional Feedback,0.15,Neutral,0.0258,4.780872,3.103135," ""I'm worried that my training certificate won't be processed in time for me to start my internship. The student affairs office needs to prioritize student needs and make sure these documents are processed quickly.""", im worried that my training certificate wont be processed in time for me to start my internship the student affairs office needs to prioritize student needs and make sure these documents are processed quickly
-1,🌀 Unclassified Institutional Feedback,0.15,Negative,-0.296,4.426,2.671622," ""The lack of organization and communication in the student affairs office is causing a lot of unnecessary stress for students. It's time for them to step up and do better.""", the lack of organization and communication in the student affairs office is causing a lot of unnecessary stress for students its time for them to step up and do better
-1,🌀 Unclassified Institutional Feedback,0.15,Positive,0.4215,4.560344,2.831695," ""I've had to jump through so many hoops just to get my student certificates. The student affairs office needs to simplify their processes and make it easier for students to get what they need.""", ive had to jump through so many hoops just to get my student certificates the student affairs office needs to simplify their processes and make it easier for students to get what they need
-1,🌀 Unclassified Institutional Feedback,0.15,Negative,-0.5574,4.58436,2.862196," ""I've had to miss multiple classes just to go to the student affairs office and follow up on my certificate requests. This is unacceptable and needs to change.""", ive had to miss multiple classes just to go to the student affairs office and follow up on my certificate requests this is unacceptable and needs to change
-1,🌀 Unclassified Institutional Feedback,0.15,Positive,0.4404,4.484734,2.755983," ""The student affairs office needs to invest in better technology and systems for managing certificates. It's 2023, and we shouldn't still be dealing with paper forms and long wait times.""", the student affairs office needs to invest in better technology and systems for managing certificates its  and we shouldnt still be dealing with paper forms and long wait times
-1,🌀 Unclassified Institutional Feedback,0.15,Neutral,0.0258,4.461557,2.726823," ""I'm tired of feeling like I have to beg for my own certificates. The student affairs office needs to start prioritizing student needs over bureaucratic red tape.""", im tired of feeling like i have to beg for my own certificates the student affairs office needs to start prioritizing student needs over bureaucratic red tape
-1,🌀 Unclassified Institutional Feedback,0.15,Neutral,0.0,4.708692,3.068012," ""I submitted my birth certificate application weeks ago, but the student affairs office still", i submitted my birth certificate application weeks ago but the student affairs office still
-1,🌀 Unclassified Institutional Feedback,0.15,Positive,0.3182,4.504808,2.769924,an provide some sample reports that may reflect the experiences of university students with regards to student affairs and managing various certificates. Please note that these are hypothetical reports and may not reflect the experiences of any specific individual or group.,an provide some sample reports that may reflect the experiences of university students with regards to student affairs and managing various certificates please note that these are hypothetical reports and may not reflect the experiences of any specific individual or group
-1,🌀 Unclassified Institutional Feedback,0.15,Negative,-0.6956,4.787554,3.151726,"""I've been trying to get my military certificate verified by the university for weeks now, but every time I go to the office they tell me there's a problem with the paperwork. It's frustrating because I need this certificate to apply for certain internships.""",ive been trying to get my military certificate verified by the university for weeks now but every time i go to the office they tell me theres a problem with the paperwork its frustrating because i need this certificate to apply for certain internships
4,💰 Financial Aid & Administration,0.1846,Negative,-0.7073,4.738868,3.064178,"""The process for obtaining my birth certificate through the university has been a nightmare. The website was difficult to navigate and the customer service was unhelpful. It's ridiculous that something so important has to be so difficult to obtain.""",the process for obtaining my birth certificate through the university has been a nightmare the website was difficult to navigate and the customer service was unhelpful its ridiculous that something so important has to be so difficult to obtain
4,💰 Financial Aid & Administration,0.1845,Negative,-0.7668,4.797194,3.130319,"""I received my training certificate from a course I took over the summer, but the university won't accept it because it's from a non-accredited institution. This is frustrating because the course was relevant to my major and I learned a lot from it.""",i received my training certificate from a course i took over the summer but the university wont accept it because its from a nonaccredited institution this is frustrating because the course was relevant to my major and i learned a lot from it
-1,🌀 Unclassified Institutional Feedback,0.15,Negative,-0.3716,4.55387,2.834468,"""I've had multiple issues with the student affairs office regarding scheduling conflicts and paperwork errors. It seems like they're understaffed and overwhelmed, but it's frustrating when it affects my ability to graduate on time.""",ive had multiple issues with the student affairs office regarding scheduling conflicts and paperwork errors it seems like theyre understaffed and overwhelmed but its frustrating when it affects my ability to graduate on time
4,💰 Financial Aid & Administration,0.1857,Negative,-0.3291,4.805452,3.14115,"""The process for ordering official transcripts from the university is unnecessarily complicated. It should be as simple as submitting a request online, but instead I have to navigate a confusing system and wait weeks for it to be processed.""",the process for ordering official transcripts from the university is unnecessarily complicated it should be as simple as submitting a request online but instead i have to navigate a confusing system and wait weeks for it to be processed
4,💰 Financial Aid & Administration,0.1892,Negative,-0.3919,4.82033,3.136727,"""I've been trying to update my personal information with the university, but the website keeps glitching and I can't get through to customer service. It's frustrating because this information is important for communication and academic purposes.""",ive been trying to update my personal information with the university but the website keeps glitching and i cant get through to customer service its frustrating because this information is important for communication and academic purposes
4,💰 Financial Aid & Administration,0.98,Negative,-0.8271,6.690281,5.756612,"""I recently applied for a scholarship through the university, but the application process was confusing and the instructions were unclear. It's frustrating to spend so much time on an application only to find out that I didn't meet the criteria.""",i recently applied for a scholarship through the university but the application process was confusing and the instructions were unclear its frustrating to spend so much time on an application only to find out that i didnt meet the criteria
6,💼 Career & Internship Opportunities,0.98,Negative,-0.3612,11.185649,9.122787,"""The university should provide more resources for students who are applying for internships and jobs. It's difficult to navigate the job market on your own, and career services is often understaffed and overworked.""",the university should provide more resources for students who are applying for internships and jobs its difficult to navigate the job market on your own and career services is often understaffed and overworked
4,💰 Financial Aid & Administration,0.98,Positive,0.4069,6.794288,5.955269,"""I've had issues with financial aid and scholarships, and it seems like the university is always changing their policies and requirements. It's frustrating because I rely on this support to continue my education.""",ive had issues with financial aid and scholarships and it seems like the university is always changing their policies and requirements its frustrating because i rely on this support to continue my education
4,💰 Financial Aid & Administration,0.98,Positive,0.0516,10.230141,5.279318," ""The university should prioritize mental health resources for students. It's a stressful time in our lives and it's important to have access to counseling and support services when we need it.""", the university should prioritize mental health resources for students its a stressful time in our lives and its important to have access to counseling and support services when we need it
4,💰 Financial Aid & Administration,0.958,Negative,-0.1761,7.182529,7.953887,"1. ""The cost of rent in the area around the university is just too high, and it's really hard to find affordable housing that's also close to campus.""", the cost of rent in the area around the university is just too high and its really hard to find affordable housing thats also close to campus
7,🏛️ Campus Infrastructure,0.98,Neutral,0.0,6.855006,10.11918,"2. ""I've had to commute from the suburbs to the university every day, and the public transportation system is just not reliable enough. I've been late to class several times because of delays and cancellations.""", ive had to commute from the suburbs to the university every day and the public transportation system is just not reliable enough ive been late to class several times because of delays and cancellations
7,🏛️ Campus Infrastructure,0.98,Negative,-0.1695,6.978654,9.597587,"3. ""Finding a parking spot on campus is nearly impossible, and the parking fees are exorbitant. It's just not worth it to bring my car to school.""", finding a parking spot on campus is nearly impossible and the parking fees are exorbitant its just not worth it to bring my car to school
4,💰 Financial Aid & Administration,0.958,Negative,-0.7003,7.103728,7.780698,"4. ""The apartments in the university area are often run-down and poorly maintained, which makes it difficult to focus on studying when I'm living in such a stressful environment.""", the apartments in the university area are often rundown and poorly maintained which makes it difficult to focus on studying when im living in such a stressful environment
7,🏛️ Campus Infrastructure,0.98,Negative,-0.3612,6.933632,10.054095,"5. ""I have to take two buses and a train just to get to campus, and the trip takes over an hour each way. It's exhausting and it takes away from my study time.""", i have to take two buses and a train just to get to campus and the trip takes over an hour each way its exhausting and it takes away from my study time
7,🏛️ Campus Infrastructure,0.98,Negative,-0.8519,6.961008,10.046009,"6. ""The traffic around campus is always terrible, and it can take me up to an hour just to travel a few miles. It's frustrating and stressful.""", the traffic around campus is always terrible and it can take me up to an hour just to travel a few miles its frustrating and stressful
4,💰 Financial Aid & Administration,0.958,Negative,-0.7425,7.257642,7.947414,"7. ""I've been looking for affordable housing near campus for months, but everything is either too expensive or too far away. It's discouraging and I'm not sure what to do.""", ive been looking for affordable housing near campus for months but everything is either too expensive or too far away its discouraging and im not sure what to do
7,🏛️ Campus Infrastructure,0.98,Neutral,0.0,6.781126,10.149437,"8. ""The public transportation system is so overcrowded during peak hours that it's often impossible to get a seat, and I end up standing for the entire ride to campus.""", the public transportation system is so overcrowded during peak hours that its often impossible to get a seat and i end up standing for the entire ride to campus
4,💰 Financial Aid & Administration,0.958,Negative,-0.5709,7.210828,7.962209,"9. ""The housing options near campus are very limited, and many landlords take advantage of the high demand by charging outrageous prices for subpar apartments.""", the housing options near campus are very limited and many landlords take advantage of the high demand by charging outrageous prices for subpar apartments
7,🏛️ Campus Infrastructure,0.98,Negative,-0.6652,6.984862,9.97181,"10. ""I rely on public transportation to get to campus, but the buses are often late or don't show up at all. It's frustrating and makes it hard to plan my day.""", i rely on public transportation to get to campus but the buses are often late or dont show up at all its frustrating and makes it hard to plan my day
7,🏛️ Campus Infrastructure,0.98,Neutral,0.0,7.001913,10.007524,"11. ""I have to commute for over an hour each way to get to campus, and the time and money I spend on transportation really add up.""", i have to commute for over an hour each way to get to campus and the time and money i spend on transportation really add up
4,💰 Financial Aid & Administration,0.958,Negative,-0.4019,7.180848,7.73377,"12. ""I've had to switch apartments several times because of problems with landlords or roommates, and it's really disrupted my studies and my life.""", ive had to switch apartments several times because of problems with landlords or roommates and its really disrupted my studies and my life
7,🏛️ Campus Infrastructure,0.98,Negative,-0.1027,6.796124,10.148054,"13. ""The public transportation system shuts down early in the evening, which makes it hard for me to attend evening classes or study sessions.""", the public transportation system shuts down early in the evening which makes it hard for me to attend evening classes or study sessions
4,💰 Financial Aid & Administration,0.958,Neutral,0.0,7.346775,8.132132,"14. ""The university should do more to provide affordable and accessible housing options for students, especially those from low-income backgrounds.""", the university should do more to provide affordable and accessible housing options for students especially those from lowincome backgrounds
4,💰 Financial Aid & Administration,0.98,Negative,-0.6124,7.337252,6.480727,"15. ""I've had to take out loans just to cover the cost of housing and transportation, which adds to the stress and pressure of being a student.""", ive had to take out loans just to cover the cost of housing and transportation which adds to the stress and pressure of being a student
7,🏛️ Campus Infrastructure,0.98,Negative,-0.2732,6.825082,10.176587,"16. ""The public transportation system is often overcrowded and noisy, which makes it hard to concentrate on studying or getting any work done.""", the public transportation system is often overcrowded and noisy which makes it hard to concentrate on studying or getting any work done
4,💰 Financial Aid & Administration,0.958,Neutral,0.0,7.176448,7.640456,"17. ""I've had to resort to sleeping on a friend's couch because I can't afford the rent in the university area, and it's really taking a toll on my mental health.""", ive had to resort to sleeping on a friends couch because i cant afford the rent in the university area and its really taking a toll on my mental health
4,💰 Financial Aid & Administration,0.958,Positive,0.0772,7.260475,8.050548,"18. ""The lack of affordable and safe housing options near campus is a serious issue that the university needs to address.""", the lack of affordable and safe housing options near campus is a serious issue that the university needs to address
7,🏛️ Campus Infrastructure,0.98,Negative,-0.6478,6.846462,10.108998,"19. ""I've had to miss class several times because of transportation issues, and it's really hurt my grades and my overall academic performance.""", ive had to miss class several times because of transportation issues and its really hurt my grades and my overall academic performance
4,💰 Financial Aid & Administration,0.958,Neutral,0.0498,7.240713,8.29404,"20. ""The university should provide more support and resources for students who live off-campus, especially those who are struggling with housing and transportation issues.""", the university should provide more support and resources for students who live offcampus especially those who are struggling with housing and transportation issues
4,💰 Financial Aid & Administration,0.958,Negative,-0.4404,7.464432,7.869334,"21. ""The high cost of housing and transportation is a barrier that prevents many students from pursuing higher education, and it's a problem that needs to be addressed at a systemic level.""", the high cost of housing and transportation is a barrier that prevents many students from pursuing higher education and its a problem that needs to be addressed at a systemic level
7,🏛️ Campus Infrastructure,0.98,Positive,0.2732,7.094922,10.012539,"22. ""The long commute to and from campus takes up so much of my day that I don't have much time or energy left for studying or extracurricular activities.""", the long commute to and from campus takes up so much of my day that i dont have much time or energy left for studying or extracurricular activities
7,🏛️ Campus Infrastructure,0.98,Negative,-0.5267,6.797608,10.209285,"23. ""The public transportation system is often unreliable and unsafe, which makes me feel anxious and stressed every time", the public transportation system is often unreliable and unsafe which makes me feel anxious and stressed every time
4,💰 Financial Aid & Administration,0.958,Positive,0.4019,7.233228,8.120163,"1. ""I've been living off-campus for a year now and finding affordable housing near the university is a nightmare. I wish there were more affordable options for students.""", ive been living offcampus for a year now and finding affordable housing near the university is a nightmare i wish there were more affordable options for students
7,🏛️ Campus Infrastructure,0.98,Negative,-0.1531,6.781506,10.182423,"2. ""The transportation system in my city is not reliable at all, I've had to miss multiple classes due to late buses and trains.""", the transportation system in my city is not reliable at all ive had to miss multiple classes due to late buses and trains
4,💰 Financial Aid & Administration,0.958,Negative,-0.6299,7.215103,7.773376,"3. ""It's so frustrating having to pay such high rent for a tiny apartment that's miles away from the university.""", its so frustrating having to pay such high rent for a tiny apartment thats miles away from the university
4,💰 Financial Aid & Administration,0.958,Negative,-0.4071,7.191828,7.732286,"4. ""I've had to switch apartments multiple times because my landlord kept increasing the rent without warning. It's not fair for students who are already struggling to make ends meet.""", ive had to switch apartments multiple times because my landlord kept increasing the rent without warning its not fair for students who are already struggling to make ends meet
7,🏛️ Campus Infrastructure,0.98,Neutral,0.0,6.748444,10.255018,"5. ""The public transportation in my city is so crowded during peak hours, it's impossible to get a seat.""", the public transportation in my city is so crowded during peak hours its impossible to get a seat
7,🏛️ Campus Infrastructure,0.98,Negative,-0.2732,6.801829,10.131778,"6. ""I've had to drop out of a few classes because the bus schedule didn't line up with my class schedule.""", ive had to drop out of a few classes because the bus schedule didnt line up with my class schedule
7,🏛️ Campus Infrastructure,0.9438,Negative,-0.4588,6.977516,9.579075,"7. ""Finding a parking spot near the university is a nightmare, and the parking fees are outrageous.""", finding a parking spot near the university is a nightmare and the parking fees are outrageous
0,🍽️ Food & Cafeteria Services,0.7147,Negative,-0.0516,1.696985,10.804709,"8. ""The nearest grocery store is a 30-minute bus ride away, making it difficult to buy fresh groceries.""", the nearest grocery store is a minute bus ride away making it difficult to buy fresh groceries
7,🏛️ Campus Infrastructure,0.98,Negative,-0.4168,6.73228,10.118363,"9. ""I have to walk 20 minutes to the bus stop every day, which is not ideal during the winter months.""", i have to walk  minutes to the bus stop every day which is not ideal during the winter months
4,💰 Financial Aid & Administration,0.958,Positive,0.4581,7.212282,8.009548,"10. ""I wish the university would provide more affordable housing options for students who can't afford to pay rent in the city.""", i wish the university would provide more affordable housing options for students who cant afford to pay rent in the city
7,🏛️ Campus Infrastructure,0.98,Neutral,0.0,6.673725,10.204967,"11. ""The bus service in my area is so infrequent, it's impossible to get anywhere on time.""", the bus service in my area is so infrequent its impossible to get anywhere on time
4,💰 Financial Aid & Administration,0.958,Negative,-0.3593,7.186494,7.997078,"12. ""The housing options near the university are so limited, it's impossible to find a decent place to live.""", the housing options near the university are so limited its impossible to find a decent place to live
4,💰 Financial Aid & Administration,0.98,Neutral,0.0,7.293054,6.495654,"13. ""I had to take out a student loan just to be able to afford the rent for my apartment.""", i had to take out a student loan just to be able to afford the rent for my apartment
4,💰 Financial Aid & Administration,0.958,Neutral,0.0,7.191834,7.725192,"14. ""The rent for a one-bedroom apartment near the university is more than my monthly student loan payment.""", the rent for a onebedroom apartment near the university is more than my monthly student loan payment
4,💰 Financial Aid & Administration,0.958,Positive,0.296,7.205824,7.377498,"15. ""I've had to share a room with a stranger just to be able to afford rent.""", ive had to share a room with a stranger just to be able to afford rent
4,💰 Financial Aid & Administration,0.98,Negative,-0.1027,7.290721,6.657137,"16. ""I've had to borrow money from my parents just to be able to pay for rent and transportation costs.""", ive had to borrow money from my parents just to be able to pay for rent and transportation costs
7,🏛️ Campus Infrastructure,0.98,Negative,-0.4168,6.651614,10.098461,"17. ""The nearest bus stop is a 15-minute walk away from my apartment, which is not ideal during the winter months.""", the nearest bus stop is a minute walk away from my apartment which is not ideal during the winter months
7,🏛️ Campus Infrastructure,0.98,Neutral,0.0,7.1267,9.749701,"18. ""The university should provide shuttle buses to off-campus students, especially during peak class times.""", the university should provide shuttle buses to offcampus students especially during peak class times
7,🏛️ Campus Infrastructure,0.98,Positive,0.4019,7.060044,9.547477,"19. ""I wish the university would provide more affordable parking options for students who have to drive to class.""", i wish the university would provide more affordable parking options for students who have to drive to class
7,🏛️ Campus Infrastructure,0.98,Negative,-0.6696,6.876199,10.073066,"20. ""The traffic near the university is so bad during peak hours, it's impossible to get anywhere on time.""", the traffic near the university is so bad during peak hours its impossible to get anywhere on time
4,💰 Financial Aid & Administration,0.958,Neutral,0.0,7.216732,7.797822,"21. ""The rent prices near the university are so high, it's impossible to live without roommates.""", the rent prices near the university are so high its impossible to live without roommates
4,💰 Financial Aid & Administration,0.9666,Neutral,0.0,7.347743,6.90309,"22. ""I've had to move to a different city just to be able to afford housing and transportation costs.""", ive had to move to a different city just to be able to afford housing and transportation costs
7,🏛️ Campus Infrastructure,0.98,Negative,-0.1531,6.598036,10.013109,"23. ""The bus stops near my apartment are not well-lit, making it feel unsafe to wait for the bus at night.""", the bus stops near my apartment are not welllit making it feel unsafe to wait for the bus at night
7,🏛️ Campus Infrastructure,0.98,Positive,0.6705,7.084555,9.68319,"24. ""I wish there were more bike lanes near the university, it would make it easier to commute by bike.""", i wish there were more bike lanes near the university it would make it easier to commute by bike
7,🏛️ Campus Infrastructure,0.98,Neutral,0.0,6.66623,10.27895,"25. ""The public transportation in my city is not accessible for students with disabilities.""", the public transportation in my city is not accessible for students with disabilities
4,💰 Financial Aid & Administration,0.98,Neutral,0.0,7.605865,6.748742,"26. ""I've had to take a part-time job just to be able to afford rent and transportation costs.""", ive had to take a parttime job just to be able to afford rent and transportation costs
4,💰 Financial Aid & Administration,0.958,Neutral,0.0,7.217592,8.238812,"27. ""The university should provide more affordable on-campus housing options for students who can't afford to live off-campus.""", the university should provide more affordable oncampus housing options for students who cant afford to live offcampus
4,💰 Financial Aid & Administration,0.958,Positive,0.4019,7.208528,8.045584,"28. ""I wish the university would provide more information about affordable housing options near the university.""", i wish the university would provide more information about affordable housing options near the university
4,💰 Financial Aid & Administration,0.958,Negative,-0.3593,7.168886,8.072026,"29. ""The housing options near the university are so limited, it's impossible to find a place to live that's not infested with pests.""", the housing options near the university are so limited its impossible to find a place to live thats not infested with pests
7,🏛️ Campus Infrastructure,0.98,Neutral,0.0,7.292002,9.469834,"30. ""The university should provide more information about transportation options for students who live off-campus.""", the university should provide more information about transportation options for students who live offcampus
7,🏛️ Campus Infrastructure,0.98,Neutral,0.0,6.971627,9.612068,"31. ""The parking lots near the university are always full, making it impossible to find a spot.""", the parking lots near the university are always full making it impossible to find a spot
4,💰 Financial Aid & Administration,0.958,Negative,-0.5413,7.283036,7.953603,"1. ""I'm really struggling to find affordable housing close to campus. Everything seems to be way out of my budget, and it's frustrating to feel like I have to compromise on the quality of my living situation just to be able to afford rent.""", im really struggling to find affordable housing close to campus everything seems to be way out of my budget and its frustrating to feel like i have to compromise on the quality of my living situation just to be able to afford rent
7,🏛️ Campus Infrastructure,0.98,Negative,-0.624,6.787213,10.151201,"2. ""The public transportation options in this area are terrible. Buses are always late or overcrowded, and there are never enough taxis or ride-sharing services available. It's making it really difficult for me to get to class on time and stay on top of my schedule.""", the public transportation options in this area are terrible buses are always late or overcrowded and there are never enough taxis or ridesharing services available its making it really difficult for me to get to class on time and stay on top of my schedule
4,💰 Financial Aid & Administration,0.958,Negative,-0.2411,7.27989,8.001815,"3. ""I feel like the university should be doing more to provide affordable housing options for students. It's not fair that we have to choose between living in subpar conditions or going into debt just to afford rent.""", i feel like the university should be doing more to provide affordable housing options for students its not fair that we have to choose between living in subpar conditions or going into debt just to afford rent
7,🏛️ Campus Infrastructure,0.98,Positive,0.2263,7.021242,9.994143,"4. ""I don't have a car, and the only transportation option near my apartment is the bus. But the bus route doesn't go directly to campus, so I have to transfer multiple times just to get to class. It's a huge waste of time and energy.""", i dont have a car and the only transportation option near my apartment is the bus but the bus route doesnt go directly to campus so i have to transfer multiple times just to get to class its a huge waste of time and energy
4,💰 Financial Aid & Administration,0.958,Negative,-0.1176,7.268793,8.024404,"5. ""The housing market in this area is so competitive that I feel like I'm constantly battling with other students to find a decent place to live. It's stressful and exhausting, and I wish there were more options available to us.""", the housing market in this area is so competitive that i feel like im constantly battling with other students to find a decent place to live its stressful and exhausting and i wish there were more options available to us
4,💰 Financial Aid & Administration,0.98,Negative,-0.1027,7.626542,6.850163,"6. ""The cost of rent in this area is astronomical. I'm already working a part-time job just to make ends meet, and it's frustrating to feel like I'm barely scraping by even though I'm a full-time student.""", the cost of rent in this area is astronomical im already working a parttime job just to make ends meet and its frustrating to feel like im barely scraping by even though im a fulltime student
7,🏛️ Campus Infrastructure,0.98,Negative,-0.7774,6.893752,10.10475,"7. ""I'm really disappointed with the state of the public transportation system here. It's unreliable and inconvenient, and it's making it really difficult for me to stay on top of my studies and extracurricular activities.""", im really disappointed with the state of the public transportation system here its unreliable and inconvenient and its making it really difficult for me to stay on top of my studies and extracurricular activities
4,💰 Financial Aid & Administration,0.958,Neutral,0.0356,7.171774,7.923087,"8. ""I feel like the university should be doing more to incentivize landlords to offer affordable housing to students. It's not fair that we have to pay so much just to have a place to live while we're pursuing our degrees.""", i feel like the university should be doing more to incentivize landlords to offer affordable housing to students its not fair that we have to pay so much just to have a place to live while were pursuing our degrees
4,💰 Financial Aid & Administration,0.958,Negative,-0.3289,7.263356,8.022128,"9. ""The lack of affordable housing options in this area is really limiting my choices. I feel like I have to settle for a place that's far away from campus and not very nice, just because it's the only thing I can afford.""", the lack of affordable housing options in this area is really limiting my choices i feel like i have to settle for a place thats far away from campus and not very nice just because its the only thing i can afford
7,🏛️ Campus Infrastructure,0.98,Negative,-0.8789,6.692898,10.254663,"10. ""I have to rely on public transportation to get around, but the bus schedule is so sporadic that I'm constantly running late for classes and appointments. It's really frustrating and stressful.""", i have to rely on public transportation to get around but the bus schedule is so sporadic that im constantly running late for classes and appointments its really frustrating and stressful
7,🏛️ Campus Infrastructure,0.98,Positive,0.5994,7.266891,9.680609,"1. ""I've been looking for ways to explore the area around campus and get to know the city better, but it's hard to find affordable and convenient transportation options. I wish there were more affordable shuttle services or student discounts for public transit.""", ive been looking for ways to explore the area around campus and get to know the city better but its hard to find affordable and convenient transportation options i wish there were more affordable shuttle services or student discounts for public transit
