text,genre,source,processed_text,token_count,cluster
"17. ""I've had to resort to sleeping on a friend's couch because I can't afford the rent in the university area, and it's really taking a toll on my mental health.""",housing and transportation,student_feedback,resort sleeping friend couch afford rent area toll mental health,10,1
"18. ""The lack of affordable and safe housing options near campus is a serious issue that the university needs to address.""",housing and transportation,student_feedback,lack affordable safe housing option near serious need address,9,1
"19. ""I've had to miss class several times because of transportation issues, and it's really hurt my grades and my overall academic performance.""",housing and transportation,student_feedback,miss several time transportation issue hurt grade overall academic performance,10,1
"20. ""The university should provide more support and resources for students who live off-campus, especially those who are struggling with housing and transportation issues.""",housing and transportation,student_feedback,provide resource live especially struggling housing transportation issue,8,1
"21. ""The high cost of housing and transportation is a barrier that prevents many students from pursuing higher education, and it's a problem that needs to be addressed at a systemic level.""",housing and transportation,student_feedback,high cost housing transportation barrier prevents pursuing higher education need addressed systemic level,13,1
"22. ""The long commute to and from campus takes up so much of my day that I don't have much time or energy left for studying or extracurricular activities.""",housing and transportation,student_feedback,long commute take much day much energy left studying extracurricular activity,11,1
"23. ""The public transportation system is often unreliable and unsafe, which makes me feel anxious and stressed every time",housing and transportation,student_feedback,public transportation system often unreliable unsafe make anxious stressed every,10,1
"1. ""I've been living off-campus for a year now and finding affordable housing near the university is a nightmare. I wish there were more affordable options for students.""",housing and transportation,student_feedback,living year finding affordable housing near nightmare wish affordable option,10,1
"2. ""The transportation system in my city is not reliable at all, I've had to miss multiple classes due to late buses and trains.""",housing and transportation,student_feedback,transportation system city reliable miss multiple due late bus train,10,1
"3. ""It's so frustrating having to pay such high rent for a tiny apartment that's miles away from the university.""",housing and transportation,student_feedback,frustrating pay high rent tiny apartment mile away,8,1
"4. ""I've had to switch apartments multiple times because my landlord kept increasing the rent without warning. It's not fair for students who are already struggling to make ends meet.""",housing and transportation,student_feedback,switch apartment multiple time landlord kept increasing rent without warning fair already struggling end meet,15,1
"5. ""The public transportation in my city is so crowded during peak hours, it's impossible to get a seat.""",housing and transportation,student_feedback,public transportation city crowded peak hour impossible seat,8,1
"6. ""I've had to drop out of a few classes because the bus schedule didn't line up with my class schedule.""",housing and transportation,student_feedback,drop bus schedule line schedule,5,4
"7. ""Finding a parking spot near the university is a nightmare, and the parking fees are outrageous.""",housing and transportation,student_feedback,finding parking spot near nightmare parking fee outrageous,8,1
"8. ""The nearest grocery store is a 30-minute bus ride away, making it difficult to buy fresh groceries.""",housing and transportation,student_feedback,nearest grocery store minute bus ride away buy fresh grocery,10,1
"9. ""I have to walk 20 minutes to the bus stop every day, which is not ideal during the winter months.""",housing and transportation,student_feedback,walk minute bus stop every day ideal winter month,9,1
"10. ""I wish the university would provide more affordable housing options for students who can't afford to pay rent in the city.""",housing and transportation,student_feedback,wish provide affordable housing option afford pay rent city,9,1
"11. ""The bus service in my area is so infrequent, it's impossible to get anywhere on time.""",housing and transportation,student_feedback,bus service area infrequent impossible anywhere,6,1
"12. ""The housing options near the university are so limited, it's impossible to find a decent place to live.""",housing and transportation,student_feedback,housing option near impossible find decent place live,8,1
"13. ""I had to take out a student loan just to be able to afford the rent for my apartment.""",housing and transportation,student_feedback,loan afford rent apartment,4,1
"14. ""The rent for a one-bedroom apartment near the university is more than my monthly student loan payment.""",housing and transportation,student_feedback,rent bedroom apartment near monthly loan payment,7,1
"15. ""I've had to share a room with a stranger just to be able to afford rent.""",housing and transportation,student_feedback,share room stranger afford rent,5,1
"16. ""I've had to borrow money from my parents just to be able to pay for rent and transportation costs.""",housing and transportation,student_feedback,borrow money parent pay rent transportation cost,7,1
"17. ""The nearest bus stop is a 15-minute walk away from my apartment, which is not ideal during the winter months.""",housing and transportation,student_feedback,nearest bus stop minute walk away apartment ideal winter month,10,1
"18. ""The university should provide shuttle buses to off-campus students, especially during peak class times.""",housing and transportation,student_feedback,provide shuttle bus especially peak time,6,1
"19. ""I wish the university would provide more affordable parking options for students who have to drive to class.""",housing and transportation,student_feedback,wish provide affordable parking option drive,6,1
"20. ""The traffic near the university is so bad during peak hours, it's impossible to get anywhere on time.""",housing and transportation,student_feedback,traffic near bad peak hour impossible anywhere,7,1
"21. ""The rent prices near the university are so high, it's impossible to live without roommates.""",housing and transportation,student_feedback,rent price near high impossible live without roommate,8,1
"22. ""I've had to move to a different city just to be able to afford housing and transportation costs.""",housing and transportation,student_feedback,move different city afford housing transportation cost,7,1
"23. ""The bus stops near my apartment are not well-lit, making it feel unsafe to wait for the bus at night.""",housing and transportation,student_feedback,bus stop near apartment well lit unsafe wait bus night,10,1
"24. ""I wish there were more bike lanes near the university, it would make it easier to commute by bike.""",housing and transportation,student_feedback,wish bike lane near easier commute bike,7,1
"25. ""The public transportation in my city is not accessible for students with disabilities.""",housing and transportation,student_feedback,public transportation city accessible disability,5,1
"26. ""I've had to take a part-time job just to be able to afford rent and transportation costs.""",housing and transportation,student_feedback,part job afford rent transportation cost,6,1
"27. ""The university should provide more affordable on-campus housing options for students who can't afford to live off-campus.""",housing and transportation,student_feedback,provide affordable housing option afford live,6,1
"28. ""I wish the university would provide more information about affordable housing options near the university.""",housing and transportation,student_feedback,wish provide information affordable housing option near,7,1
"29. ""The housing options near the university are so limited, it's impossible to find a place to live that's not infested with pests.""",housing and transportation,student_feedback,housing option near impossible find place live infested pest,9,1
"30. ""The university should provide more information about transportation options for students who live off-campus.""",housing and transportation,student_feedback,provide information transportation option live,5,1
"31. ""The parking lots near the university are always full, making it impossible to find a spot.""",housing and transportation,student_feedback,parking lot near always full impossible find spot,8,1
"1. ""I'm really struggling to find affordable housing close to campus. Everything seems to be way out of my budget, and it's frustrating to feel like I have to compromise on the quality of my living situation just to be able to afford rent.""",housing and transportation,student_feedback,struggling find affordable housing close everything seems way budget frustrating compromise quality living situation afford rent,16,1
"2. ""The public transportation options in this area are terrible. Buses are always late or overcrowded, and there are never enough taxis or ride-sharing services available. It's making it really difficult for me to get to class on time and stay on top of my schedule.""",housing and transportation,student_feedback,public transportation option area terrible bus always late overcrowded never enough taxi ride sharing service stay top schedule,18,1
"3. ""I feel like the university should be doing more to provide affordable housing options for students. It's not fair that we have to choose between living in subpar conditions or going into debt just to afford rent.""",housing and transportation,student_feedback,provide affordable housing option fair choose living subpar condition going debt afford rent,13,1
"4. ""I don't have a car, and the only transportation option near my apartment is the bus. But the bus route doesn't go directly to campus, so I have to transfer multiple times just to get to class. It's a huge waste of time and energy.""",housing and transportation,student_feedback,car transportation option near apartment bus bus route directly transfer multiple time huge waste energy,15,1
"5. ""The housing market in this area is so competitive that I feel like I'm constantly battling with other students to find a decent place to live. It's stressful and exhausting, and I wish there were more options available to us.""",housing and transportation,student_feedback,housing market area competitive constantly battling find decent place live stressful exhausting wish option,14,1
"6. ""The cost of rent in this area is astronomical. I'm already working a part-time job just to make ends meet, and it's frustrating to feel like I'm barely scraping by even though I'm a full-time student.""",housing and transportation,student_feedback,cost rent area astronomical already working part job end meet frustrating barely scraping even though full,16,1
"7. ""I'm really disappointed with the state of the public transportation system here. It's unreliable and inconvenient, and it's making it really difficult for me to stay on top of my studies and extracurricular activities.""",housing and transportation,student_feedback,disappointed state public transportation system unreliable inconvenient stay top study extracurricular activity,12,1
"8. ""I feel like the university should be doing more to incentivize landlords to offer affordable housing to students. It's not fair that we have to pay so much just to have a place to live while we're pursuing our degrees.""",housing and transportation,student_feedback,incentivize landlord offer affordable housing fair pay much place live pursuing degree,12,1
"9. ""The lack of affordable housing options in this area is really limiting my choices. I feel like I have to settle for a place that's far away from campus and not very nice, just because it's the only thing I can afford.""",housing and transportation,student_feedback,lack affordable housing option area limiting choice settle place far away nice thing afford,14,1
"10. ""I have to rely on public transportation to get around, but the bus schedule is so sporadic that I'm constantly running late for classes and appointments. It's really frustrating and stressful.""",housing and transportation,student_feedback,rely public transportation around bus schedule sporadic constantly running late appointment frustrating stressful,13,1
"1. ""I've been looking for ways to explore the area around campus and get to know the city better, but it's hard to find affordable and convenient transportation options. I wish there were more affordable shuttle services or student discounts for public transit.""",activities and travelling,student_feedback,looking way explore area around know city better find affordable convenient transportation option wish affordable shuttle service discount public transit,20,1
"2. ""I'm really interested in trying out some new outdoor activities, but I don't know where to start. It would be great if the university offered more organized trips and activities, like hiking or kayaking, so that I could explore the area with other students.""",activities and travelling,student_feedback,interested trying new outdoor activity know start great offered organized trip activity hiking kayaking explore area,16,1
"3. ""I've been feeling really burned out lately, and I think it's because I haven't had a chance to take a break and do something fun outside of class. I wish there were more social events and activities on campus that were geared towards stress relief and self-care.""",activities and travelling,student_feedback,feeling burned lately think chance break something fun outside wish social event activity geared towards stress relief self care,19,1
"4. ""I'm from out of town, and I'm having a hard time finding my way around the city. It would be great if the university offered more orientation sessions or tours for new students, so that we could feel more confident and comfortable navigating the area.""",activities and travelling,student_feedback,town finding way around city great offered orientation session tour new confident comfortable navigating area,15,1
"5. ""I'm interested in studying abroad, but I'm not sure where to start. It would be great if the university had more resources and support for students who are considering international programs or trips.""",activities and travelling,student_feedback,interested studying abroad sure start great resource considering international program trip,11,1
"6. ""I'm a transfer student, and I feel like I'm missing out on a lot of the traditional college experiences like road trips and spring break. It would be great if there were more organized trips and activities for transfer students, so that we could feel more connected to the university community.""",activities and travelling,student_feedback,transfer missing traditional college experience road trip spring break great organized trip activity transfer connected community,16,1
"7. ""I love exploring new places and trying new things, but it's hard to find the time and money to do so while I'm in school. It would be great if there were more affordable and accessible travel options for students, like student discounts on airfare or organized weekend trips.""",activities and travelling,student_feedback,love exploring new place trying new thing find money school great affordable accessible travel option discount airfare organized weekend trip,20,1
"8. ""I'm interested in getting involved in outdoor activities and adventure sports, but I don't have a lot of experience. It would be great if the university offered more beginner-friendly courses and workshops, so that I could build my skills and confidence in a supportive environment.""",activities and travelling,student_feedback,interested involved outdoor activity adventure sport great offered beginner friendly workshop build skill confidence supportive environment,16,1
"9. ""I'm interested in exploring the arts and cultural scene in the city, but I'm not sure where to start. It would be great if the university offered more organized trips and events to museums, galleries, and theaters, so that I could discover new things and learn from other students.""",activities and travelling,student_feedback,interested exploring art cultural scene city sure start great offered organized trip event museum gallery theater discover new thing learn,20,1
"10. ""I'm passionate about sustainability and the environment, and I would love to get involved in eco-tourism or sustainable travel. It would be great if the university had more resources and support for students who are interested in these topics, so that we could learn about sustainable travel options and make more informed choices.""",activities and travelling,student_feedback,passionate sustainability environment love involved eco tourism sustainable travel great resource interested topic learn sustainable travel option informed choice,19,1
"1. ""I went on a trip with the university's travel club, but the accommodations were terrible. The hotel was dirty and uncomfortable, and it really detracted from the overall experience.""",activities and travelling,student_feedback,went trip travel club accommodation terrible hotel dirty uncomfortable detracted overall,11,1
"2. ""I was really excited to go on a weekend trip with my friends, but the transportation ended up being a nightmare. Our bus broke down on the side of the road, and we ended up being stranded for hours.""",activities and travelling,student_feedback,excited weekend trip friend transportation ended nightmare bus broke side road ended stranded hour,14,1
"3. ""I wish there were more affordable travel options for students. It's hard to justify spending a ton of money on a trip when we're already struggling to make ends meet with tuition and living expenses.""",activities and travelling,student_feedback,wish affordable travel option justify spending ton money trip already struggling end meet tuition living expense,16,1
"4. ""I love exploring new places and trying new things, but it's hard to do that on a student budget. I wish there were more free or low-cost activities available in the area.""",activities and travelling,student_feedback,love exploring new place trying new thing budget wish free low cost activity area,14,1
"5. ""I went on a trip to a nearby city with the school's travel program, but I felt like we didn't get to see as much as we could have. The itinerary was too packed, and we didn't have enough time to really explore and enjoy each location.""",activities and travelling,student_feedback,went trip nearby city school travel program felt see much itinerary packed enough explore enjoy location,16,1
"6. ""I'm always looking for fun and interesting things to do on the weekends, but it seems like everything costs money. I wish there were more free events and activities available for students.""",activities and travelling,student_feedback,always looking fun interesting thing weekend seems everything cost money wish free event activity,14,1
"7. ""I went on a study abroad program, but I felt like I didn't get enough support from the school. I had trouble adjusting to the new culture and environment, and I wish there had been more resources available to help me.""",activities and travelling,student_feedback,went study abroad program felt enough school trouble adjusting new culture environment wish resource help,15,1
"8. ""I'm really interested in outdoor activities like hiking and camping, but I don't have a car to get to the nearest parks and trails. It's frustrating to feel like I'm missing out on something that I really enjoy.""",activities and travelling,student_feedback,interested outdoor activity hiking camping car nearest park trail frustrating missing something enjoy,13,1
"9. ""I went on a trip with a student organization, but the leaders didn't seem very organized. We were always running late or missing important details, and it made the trip more stressful than it needed to be.""",activities and travelling,student_feedback,went trip organization leader seem organized always running late missing important detail trip stressful needed,15,1
"10. ""I wish there were more opportunities to travel and explore the world while still earning college credit. It would be a great way to combine my academic and personal interests.""",activities and travelling,student_feedback,wish opportunity travel explore world earning college credit great way combine academic personal interest,14,1
"1. ""I love the study abroad programs offered by our university. They've given me the chance to see the world and experience new cultures, all while earning credit towards my degree.""",activities and travelling,student_feedback,love study abroad program offered given chance see world new culture earning credit towards degree,15,1
"2. ""I wish there were more affordable travel options available for students. It's hard to save up enough money to take a trip when you're already paying for tuition, textbooks, and rent.""",activities and travelling,student_feedback,wish affordable travel option save enough money trip already paying tuition textbook rent,13,1
"3. ""The university-sponsored trips and excursions are always a lot of fun, but they tend to fill up quickly. I wish there were more spots available so that more students could participate.""",activities and travelling,student_feedback,sponsored trip excursion always fun tend fill quickly wish spot participate,11,1
"4. ""I really enjoy hiking and exploring the outdoors, but it can be tough to find good hiking trails and parks nearby. I wish there were more options available for students who want to get outside and explore.""",activities and travelling,student_feedback,enjoy hiking exploring outdoors tough find good hiking trail park nearby wish option want outside explore,16,1
"5. ""I love going to concerts and music festivals, but it's hard to find events that fit within my budget. It would be great if the university offered discounted tickets to students for these types of events.""",activities and travelling,student_feedback,love going concert music festival find event fit within budget great offered discounted ticket type event,16,1
"6. ""I've always been interested in volunteering and giving back to my community, and the university has provided me with some great opportunities to do so. It's been really rewarding to be able to make a difference.""",activities and travelling,student_feedback,always interested volunteering giving back community provided great opportunity rewarding difference,11,1
"7. ""I wish there were more opportunities to connect with other students who have similar interests. It can be tough to find a community of like-minded individuals on such a large campus.""",activities and travelling,student_feedback,wish opportunity connect similar interest tough find community minded individual large,11,1
"8. ""I really enjoy exploring new neighborhoods and trying new restaurants, but it can be tough to find affordable options. It would be great if the university offered a foodie club or something similar.""",activities and travelling,student_feedback,enjoy exploring new neighborhood trying new restaurant tough find affordable option great offered foodie club something similar,17,1
"9. ""I'm not really into partying or going out to bars, but it feels like that's the only social scene available on campus. I wish there were more options for students who want to have fun without drinking.""",activities and travelling,student_feedback,partying going bar feel social scene wish option want fun without drinking,12,1
"10. ""I love going to sporting events and cheering on our school's teams. It's a great way to feel connected to the university and get involved in the campus community.""",activities and travelling,student_feedback,love going sporting event cheering school team great way connected involved community,12,1
"11. ""I wish there were more opportunities for outdoor recreation, like kayaking or camping. It would be great to be able to get away from campus and explore the natural beauty of the area.""",activities and travelling,student_feedback,wish opportunity outdoor recreation kayaking camping great away explore natural beauty area,12,1
"12. ""I'm really interested in photography, but it can be tough to find good locations to take photos. I wish there were more scenic spots around campus for students to explore.""",activities and travelling,student_feedback,interested photography tough find good location photo wish scenic spot around explore,12,1
"13. ""I really enjoy attending lectures and talks on campus. It's a great way to learn new things and expand my knowledge beyond my coursework.""",activities and travelling,student_feedback,enjoy attending lecture talk great way learn new thing expand knowledge beyond coursework,13,1
"14. ""I love attending film screenings and discussions on campus. It's a great way to engage with the arts and see films that I might not have discovered on my own.""",activities and travelling,student_feedback,love attending film screening discussion great way engage art see film might discovered,13,1
"15. ""I wish there were more opportunities to connect with alumni and professionals in my field. It would be great to network and get advice from people who have been through the same things I'm going through now.""",activities and travelling,student_feedback,wish opportunity connect alumnus professional field great network advice people thing going,12,1
"16. ""I love taking weekend trips to nearby cities and towns. It's a great way to see new places and experience different cultures, without having to spend a lot of money.""",activities and travelling,student_feedback,love weekend trip nearby city town great way see new place different culture without spend money,16,1
"17. ""I really enjoy attending book clubs and literary events on campus. It's a great way to engage with literature and connect with other book lovers.""",activities and travelling,student_feedback,enjoy attending book club literary event great way engage literature connect book lover,13,1
"18. ""I wish there were more opportunities for students to get involved in research projects and work with faculty members outside of the classroom. It would be a great way to gain hands-on experience in my field.""",activities and travelling,student_feedback,wish opportunity involved research project work faculty member outside classroom great way gain hand field,15,1
"19. ""I love attending poetry readings and spoken word events on campus. It's a great way to connect with the creative community and hear from talented writers.""",activities and travelling,student_feedback,love attending poetry reading spoken word event great way connect creative community hear talented writer,15,1
"20. ""I wish there were more opportunities for students to learn about and engage",activities and travelling,student_feedback,wish opportunity learn engage,4,1
"1. ""I am disappointed with the food options available on campus. There are not enough healthy options, and the quality of the food is subpar.""",food and canteens,student_feedback,disappointed food option enough healthy option quality food subpar,9,0
"2. ""The cafeteria on campus is always crowded, and it's difficult to find a seat during peak hours. The university should consider expanding the cafeteria or adding additional dining areas.""",food and canteens,student_feedback,cafeteria always crowded find seat peak hour consider expanding cafeteria adding additional dining area,14,0
"3. ""I appreciate the variety of food options available on campus, but the prices are too high. It's not feasible for students to eat on campus every day.""",food and canteens,student_feedback,appreciate variety food option price high feasible eat every day,10,0
"4. ""The food available on campus is too greasy and unhealthy. The university should focus on offering more nutritious options.""",food and canteens,student_feedback,food greasy unhealthy focus offering nutritious option,7,0
"5. ""The vending machines on campus are frequently out of order, which is frustrating when I need a quick snack between classes.""",food and canteens,student_feedback,vending machine frequently order frustrating quick snack,7,1
"6. ""I love the variety of snacks available at the campus convenience store, but the prices are too high. It would be great if the university could offer more affordable options.""",food and canteens,student_feedback,love variety snack convenience store price high great offer affordable option,11,0
"7. ""The campus coffee shop is always crowded, and it takes forever to get my order. I wish there were more employees working during peak hours.""",food and canteens,student_feedback,coffee shop always crowded take forever order wish employee working peak hour,12,1
"8. ""I appreciate the vegan and vegetarian options available on campus, but they are often sold out or not replenished in a timely manner.""",food and canteens,student_feedback,appreciate vegan vegetarian option often sold replenished timely manner,9,0
"9. ""The campus dining hall should offer more international cuisine options. The food is too focused on American cuisine.""",food and canteens,student_feedback,dining hall offer international cuisine option food focused american cuisine,10,0
"10. ""The food available on campus is not accommodating for students with allergies. The university should provide more allergy-friendly options.""",food and canteens,student_feedback,food accommodating allergy provide allergy friendly option,7,0
"11. ""I wish there were more food trucks on campus. The lines are always too long, and the trucks are only available on certain days.""",food and canteens,student_feedback,wish food truck line always long truck certain day,9,0
"12. ""The campus snack bars often run out of popular items, which is frustrating for students who rely on these options for meals.""",food and canteens,student_feedback,snack bar often run popular item frustrating rely option meal,10,0
"13. ""The food available on campus is too repetitive. I wish there were more rotating menu options.""",food and canteens,student_feedback,food repetitive wish rotating menu option,6,0
"14. ""The meal plan options are too limited. It would be great if the university could offer more flexible options for students who don't eat on campus every day.""",food and canteens,student_feedback,meal plan option great offer flexible option eat every day,10,0
"15. ""The campus convenience store should offer more healthy snack options. Most of the items available are high in sugar and calories.""",food and canteens,student_feedback,convenience store offer healthy snack option item high sugar calorie,10,0
"16. ""I appreciate the campus food co-op, but the prices are too high for most students to afford.""",food and canteens,student_feedback,appreciate food price high afford,5,0
"17. ""The food available on campus is often lukewarm or cold. The university should focus on improving the quality of the food.""",food and canteens,student_feedback,food often lukewarm cold focus improving quality food,8,0
"18. ""The campus food court should offer more variety. It's difficult to find something I want to eat every day.""",food and canteens,student_feedback,food court offer variety find something want eat every day,10,0
"19. ""I wish the campus cafeteria would offer more breakfast options. It's difficult to find a healthy breakfast on campus.""",food and canteens,student_feedback,wish cafeteria offer breakfast option find healthy breakfast,8,0
"20. ""The campus dining hall is not open late enough. It would be great if it could stay open until later in the evening.""",food and canteens,student_feedback,dining hall open late enough great stay open later evening,10,0
"21. ""The quality of the food on campus varies widely. Sometimes it's great, but other times it's barely edible.""",food and canteens,student_feedback,quality food varies widely sometimes great time barely edible,9,0
"22. ""The prices at the campus coffee shop are too high. It would be great if there were more affordable options for students.""",food and canteens,student_feedback,price coffee shop high great affordable option,7,0
"23. ""The campus dining hall should offer more grab-and-go options for students who are in a hurry.""",food and canteens,student_feedback,dining hall offer grab option hurry,6,0
"24. ""I appreciate the late-night dining options available on campus, but the food is often not fresh or of good quality.""",food and canteens,student_feedback,appreciate late night dining option food often fresh good quality,10,0
"25. ""The campus convenience store should offer more non-perishable food options for students who don't have access to a fridge.""",food and canteens,student_feedback,convenience store offer non perishable food option fridge,8,0
"26. ""The food available on campus is often too spicy or too bland. The university should work on offering more balanced flavors.""",food and canteens,student_feedback,food often spicy bland work offering balanced flavor,8,0
"27. ""The campus dining hall should offer more gluten-free options for students with celiac disease or gluten intolerance.""",food and canteens,student_feedback,dining hall offer gluten free option celiac disease gluten intolerance,10,0
"28. ""The campus coffee shop should offer more non-coffee drink options. Not all students drink coffee.""",food and canteens,student_feedback,coffee shop offer non coffee drink option drink coffee,9,0
"1. ""The food options on campus are quite limited and not very appetizing. I wish there were more healthy options available.""",food and canteens,student_feedback,food option quite appetizing wish healthy option,7,0
"2. ""I appreciate that there are a few vegetarian options available, but they often run out quickly and I end up having to choose from the same limited menu.""",food and canteens,student_feedback,appreciate vegetarian option often run quickly end choose menu,9,0
"3. ""The food served in the cafeteria is not worth the price. It's often undercooked and the portions are small.""",food and canteens,student_feedback,food served cafeteria worth price often undercooked portion small,9,0
"4. ""I wish there were more affordable options for snacks and drinks on campus. The vending machines are often empty or not working.""",food and canteens,student_feedback,wish affordable option snack drink vending machine often empty working,10,0
"5. ""The coffee served in the student center is too expensive for what it is. I would love to see more affordable options available.""",food and canteens,student_feedback,coffee served center expensive love see affordable option,8,0
"6. ""The cafeteria is always crowded during peak hours, making it difficult to find a place to sit and eat.""",food and canteens,student_feedback,cafeteria always crowded peak hour find place sit eat,9,0
"7. ""The quality of the food in the campus dining hall needs to be improved. It's often bland and unappetizing.""",food and canteens,student_feedback,quality food dining hall need improved often bland unappetizing,9,0
"8. ""The food served in the campus cafe is often overpriced and not very tasty. I wish there were more options available.""",food and canteens,student_feedback,food served cafe often overpriced tasty wish option,8,0
"9. ""The campus food options are not very diverse, and I often end up eating the same things over and over again.""",food and canteens,student_feedback,food option diverse often end eating thing,7,0
"10. ""I appreciate that the campus has a few healthy options available, but they are often more expensive than the other menu items.""",food and canteens,student_feedback,appreciate healthy option often expensive menu item,7,0
"11. ""The snacks available in the vending machines are often stale or expired. I wish they were restocked more frequently.""",food and canteens,student_feedback,snack vending machine often stale expired wish restocked frequently,9,0
"12. ""The cafeteria should offer more options for students with dietary restrictions or food allergies.""",food and canteens,student_feedback,cafeteria offer option dietary restriction food allergy,7,0
"13. ""The food options on campus are limited and often overpriced. I end up having to spend a lot of money on food each week.""",food and canteens,student_feedback,food option often overpriced end spend money food week,9,0
"14. ""The cafeteria is always very crowded during lunchtime, which makes it difficult to find a place to sit and eat.""",food and canteens,student_feedback,cafeteria always crowded lunchtime make find place sit eat,9,0
"15. ""I wish there were more options available for breakfast on campus. The current selection is quite limited.""",food and canteens,student_feedback,wish option breakfast current selection quite,6,0
"16. ""The cafeteria often runs out of popular menu items before the end of the day, leaving students with limited options.""",food and canteens,student_feedback,cafeteria often run popular menu item end day leaving option,10,0
"17. ""The food served in the student center is often cold and unappetizing. I wish the quality were better.""",food and canteens,student_feedback,food served center often cold unappetizing wish quality better,9,0
"18. ""The vending machines on campus are often out of order, making it difficult to find snacks and drinks.""",food and canteens,student_feedback,vending machine often order find snack drink,7,0
"19. ""The campus needs to provide more healthy snack options, like fresh fruits and vegetables.""",food and canteens,student_feedback,need provide healthy snack option fresh fruit vegetable,8,0
"20. ""The prices for food on campus are too high, especially considering the quality and variety of the options available.""",food and canteens,student_feedback,price food high especially considering quality variety option,8,0
"21. ""The cafeteria should offer more vegetarian and vegan options, as there are many students on campus with these dietary restrictions.""",food and canteens,student_feedback,cafeteria offer vegetarian vegan option dietary restriction,7,0
"22. ""The coffee served in the campus cafe is often burnt and bitter. I wish there were better options available.""",food and canteens,student_feedback,coffee served cafe often burnt bitter wish better option,9,0
"23. ""The campus should provide more options for students who need to grab a quick bite between classes.""",food and canteens,student_feedback,provide option grab quick bite,5,1
"24. ""The snacks available in the campus store are often overpriced and not very appetizing.""",food and canteens,student_feedback,snack store often overpriced appetizing,5,0
"25. ""The cafeteria should offer more international food options, to better reflect the diverse student population.""",food and canteens,student_feedback,cafeteria offer international food option better reflect diverse population,9,0
"26. ""The campus needs to provide more options for students who have early morning classes and need breakfast on the go.""",food and canteens,student_feedback,need provide option early morning breakfast,6,1
"27. ""The quality of the food in the campus cafe needs to be improved. It's often stale and unappetizing.""",food and canteens,student_feedback,quality food cafe need improved often stale unappetizing,8,0
"28. ""The campus should consider offering a meal plan for students, to make dining on campus more affordable.""",food and canteens,student_feedback,consider offering meal plan dining affordable,6,1
"29. ""The vending machines on campus should offer healthier options, like granola bars and trail mix.""",food and canteens,student_feedback,vending machine offer healthier option granola bar trail mix,9,0
"30. ""The campus needs to provide more options for students who have late classes and need dinner on the go.""",food and canteens,student_feedback,need provide option late dinner,5,1
"1. ""The food on campus is decent, but the snacks available at the cantine are too expensive.""",food and canteens,student_feedback,food decent snack cantine expensive,5,0
"2. ""I wish there were more vegan options in the cafeteria.""",food and canteens,student_feedback,wish vegan option cafeteria,4,0
"3. ""The sandwiches available in the cantine are always stale.""",food and canteens,student_feedback,sandwich cantine always stale,4,0
"4. ""The food on campus is great, but the cantine is always crowded during lunchtime.""",food and canteens,student_feedback,food great cantine always crowded lunchtime,6,0
"5. ""The vegetarian options in the cafeteria are delicious!""",food and canteens,student_feedback,vegetarian option cafeteria delicious,4,0
"6. ""The pizza available in the cantine is terrible.""",food and canteens,student_feedback,pizza cantine terrible,3,0
"7. ""The coffee in the cafeteria is always lukewarm.""",food and canteens,student_feedback,coffee cafeteria always lukewarm,4,0
"8. ""The portions served in the cafeteria are too small for the price.""",food and canteens,student_feedback,portion served cafeteria small price,5,0
"9. ""The sandwiches in the cafeteria are always made with stale bread.""",food and canteens,student_feedback,sandwich cafeteria always stale bread,5,0
"10. ""The cantine should offer more gluten-free options.""",food and canteens,student_feedback,cantine offer gluten free option,5,0
"11. ""The salad bar in the cafeteria is always fresh and delicious.""",food and canteens,student_feedback,salad bar cafeteria always fresh delicious,6,0
"12. ""The pastries in the cantine are always stale and tasteless.""",food and canteens,student_feedback,pastry cantine always stale tasteless,5,0
"13. ""The fruit options in the cafeteria are limited and often not ripe.""",food and canteens,student_feedback,fruit option cafeteria often ripe,5,0
"14. ""The cafeteria should offer more international cuisine options.""",food and canteens,student_feedback,cafeteria offer international cuisine option,5,0
"15. ""The cantine is always closed during the weekends, which is inconvenient.""",food and canteens,student_feedback,cantine always closed weekend inconvenient,5,0
"16. ""The burgers in the cafeteria are always overcooked.""",food and canteens,student_feedback,burger cafeteria always overcooked,4,0
"17. ""The drinks available in the cantine are overpriced.""",food and canteens,student_feedback,drink cantine overpriced,3,0
"18. ""The cafeteria should offer more healthy options.""",food and canteens,student_feedback,cafeteria offer healthy option,4,0
"19. ""The chips available in the cantine are always stale and overpriced.""",food and canteens,student_feedback,chip cantine always stale overpriced,5,0
"20. ""The staff in the cafeteria is always friendly and helpful.""",food and canteens,student_feedback,staff cafeteria always friendly helpful,5,0
"21. ""The cantine should offer more vegetarian options.""",food and canteens,student_feedback,cantine offer vegetarian option,4,0
"22. ""The pasta in the cafeteria is always overcooked and bland.""",food and canteens,student_feedback,pasta cafeteria always overcooked bland,5,0
"23. ""The prices at the cantine are too high for the quality of the food.""",food and canteens,student_feedback,price cantine high quality food,5,0
"24. ""The selection of snacks in the cafeteria is limited.""",food and canteens,student_feedback,selection snack cafeteria,3,0
"25. ""The cantine should offer more options for people with food allergies.""",food and canteens,student_feedback,cantine offer option people food allergy,6,0
"26. ""The soup in the cafeteria is always too salty.""",food and canteens,student_feedback,soup cafeteria always salty,4,0
"27. ""The sandwiches in the cafeteria are always made with processed meat.""",food and canteens,student_feedback,sandwich cafeteria always processed meat,5,0
