Genre,Reports,Age,Gpa,Year,Count,Gender,Nationality,processed_text,raw_feedback_text,umap_x,umap_y,sem_cluster,sem_confidence,sentiment,sentiment_score,cluster_label,sem_cluster_name
Activities and Travelling,"15. ""I wish there were more opportunities to connect with alumni and professionals in my field. It would be great to network and get advice from people who have been through the same things I'm going through now.""",21,3.29,2,1,F,Indonesia, i wish there were more opportunities to connect with alumni and professionals in my field it would be great to network and get advice from people who have been through the same things im going through now,"15. ""I wish there were more opportunities to connect with alumni and professionals in my field. It would be great to network and get advice from people who have been through the same things I'm going through now.""",10.36115,9.769404,6,0.98,Positive,0.8655,Cluster 6,💼 Career & Internship Opportunities
Activities and Travelling,"16. ""I love taking weekend trips to nearby cities and towns. It's a great way to see new places and experience different cultures, without having to spend a lot of money.""",21,0.36,3,1,F,Indonesia, i love taking weekend trips to nearby cities and towns its a great way to see new places and experience different cultures without having to spend a lot of money,"16. ""I love taking weekend trips to nearby cities and towns. It's a great way to see new places and experience different cultures, without having to spend a lot of money.""",8.04411,9.926771,8,0.98,Positive,0.8519,Cluster 8,🍽️ Food & Cafeteria Services
Activities and Travelling,"17. ""I really enjoy attending book clubs and literary events on campus. It's a great way to engage with literature and connect with other book lovers.""",21,3.74,4,1,F,Indonesia, i really enjoy attending book clubs and literary events on campus its a great way to engage with literature and connect with other book lovers,"17. ""I really enjoy attending book clubs and literary events on campus. It's a great way to engage with literature and connect with other book lovers.""",8.922723,10.651159,8,0.98,Positive,0.9245,Cluster 8,🍽️ Food & Cafeteria Services
Activities and Travelling,"18. ""I wish there were more opportunities for students to get involved in research projects and work with faculty members outside of the classroom. It would be a great way to gain hands-on experience in my field.""",20,0.25,3,1,M,Indonesia, i wish there were more opportunities for students to get involved in research projects and work with faculty members outside of the classroom it would be a great way to gain handson experience in my field,"18. ""I wish there were more opportunities for students to get involved in research projects and work with faculty members outside of the classroom. It would be a great way to gain hands-on experience in my field.""",10.365869,10.29305,6,0.8634,Positive,0.92,Cluster 6,💼 Career & Internship Opportunities
Activities and Travelling,"19. ""I love attending poetry readings and spoken word events on campus. It's a great way to connect with the creative community and hear from talented writers.""",22,0.14,2,1,M,Indonesia, i love attending poetry readings and spoken word events on campus its a great way to connect with the creative community and hear from talented writers,"19. ""I love attending poetry readings and spoken word events on campus. It's a great way to connect with the creative community and hear from talented writers.""",8.963483,10.689752,8,0.98,Positive,0.9382,Cluster 8,🍽️ Food & Cafeteria Services
Activities and Travelling,"20. ""I wish there were more opportunities for students to learn about and engage",17,1.26,5,1,M,Indonesia, i wish there were more opportunities for students to learn about and engage,"20. ""I wish there were more opportunities for students to learn about and engage",10.3399935,10.428716,6,0.8022,Positive,0.7902,Cluster 6,💼 Career & Internship Opportunities
Food and Cantines,"1. ""I am disappointed with the food options available on campus. There are not enough healthy options, and the quality of the food is subpar.""",21,1.54,2,1,M,Indonesia, i am disappointed with the food options available on campus there are not enough healthy options and the quality of the food is subpar,"1. ""I am disappointed with the food options available on campus. There are not enough healthy options, and the quality of the food is subpar.""",1.4708841,11.360302,0,0.98,Negative,-0.6551,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"2. ""The cafeteria on campus is always crowded, and it's difficult to find a seat during peak hours. The university should consider expanding the cafeteria or adding additional dining areas.""",21,0.86,3,1,M,Indonesia, the cafeteria on campus is always crowded and its difficult to find a seat during peak hours the university should consider expanding the cafeteria or adding additional dining areas,"2. ""The cafeteria on campus is always crowded, and it's difficult to find a seat during peak hours. The university should consider expanding the cafeteria or adding additional dining areas.""",1.3705105,10.983162,0,0.8154,Negative,-0.3612,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"3. ""I appreciate the variety of food options available on campus, but the prices are too high. It's not feasible for students to eat on campus every day.""",17,0.13,5,1,F,Indonesia, i appreciate the variety of food options available on campus but the prices are too high its not feasible for students to eat on campus every day,"3. ""I appreciate the variety of food options available on campus, but the prices are too high. It's not feasible for students to eat on campus every day.""",1.6361153,11.30379,0,0.98,Positive,0.2144,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"4. ""The food available on campus is too greasy and unhealthy. The university should focus on offering more nutritious options.""",23,3.81,4,1,M,Indonesia, the food available on campus is too greasy and unhealthy the university should focus on offering more nutritious options,"4. ""The food available on campus is too greasy and unhealthy. The university should focus on offering more nutritious options.""",1.4292192,11.416903,0,0.98,Negative,-0.5267,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"5. ""The vending machines on campus are frequently out of order, which is frustrating when I need a quick snack between classes.""",18,3.5,3,1,F,Indonesia, the vending machines on campus are frequently out of order which is frustrating when i need a quick snack between classes,"5. ""The vending machines on campus are frequently out of order, which is frustrating when I need a quick snack between classes.""",1.7590061,10.885683,0,0.98,Negative,-0.4404,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"6. ""I love the variety of snacks available at the campus convenience store, but the prices are too high. It would be great if the university could offer more affordable options.""",19,0.15,1,1,M,Indonesia, i love the variety of snacks available at the campus convenience store but the prices are too high it would be great if the university could offer more affordable options,"6. ""I love the variety of snacks available at the campus convenience store, but the prices are too high. It would be great if the university could offer more affordable options.""",1.8140397,11.221661,0,0.98,Positive,0.85,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"7. ""The campus coffee shop is always crowded, and it takes forever to get my order. I wish there were more employees working during peak hours.""",20,3.88,2,1,M,Indonesia, the campus coffee shop is always crowded and it takes forever to get my order i wish there were more employees working during peak hours,"7. ""The campus coffee shop is always crowded, and it takes forever to get my order. I wish there were more employees working during peak hours.""",1.988857,11.102747,0,0.8099,Positive,0.4019,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"8. ""I appreciate the vegan and vegetarian options available on campus, but they are often sold out or not replenished in a timely manner.""",26,3.98,4,1,F,Indonesia, i appreciate the vegan and vegetarian options available on campus but they are often sold out or not replenished in a timely manner,"8. ""I appreciate the vegan and vegetarian options available on campus, but they are often sold out or not replenished in a timely manner.""",0.59032196,10.937372,0,0.98,Positive,0.2144,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"9. ""The campus dining hall should offer more international cuisine options. The food is too focused on American cuisine.""",27,0.34,4,1,M,Indonesia, the campus dining hall should offer more international cuisine options the food is too focused on american cuisine,"9. ""The campus dining hall should offer more international cuisine options. The food is too focused on American cuisine.""",0.9363374,11.407123,0,0.98,Positive,0.3818,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"10. ""The food available on campus is not accommodating for students with allergies. The university should provide more allergy-friendly options.""",22,1.69,4,1,M,Indonesia, the food available on campus is not accommodating for students with allergies the university should provide more allergyfriendly options,"10. ""The food available on campus is not accommodating for students with allergies. The university should provide more allergy-friendly options.""",1.1999327,11.20957,0,0.98,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"11. ""I wish there were more food trucks on campus. The lines are always too long, and the trucks are only available on certain days.""",19,3.85,4,1,M,Indonesia, i wish there were more food trucks on campus the lines are always too long and the trucks are only available on certain days,"11. ""I wish there were more food trucks on campus. The lines are always too long, and the trucks are only available on certain days.""",1.7375895,11.204698,0,0.98,Positive,0.5859,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"12. ""The campus snack bars often run out of popular items, which is frustrating for students who rely on these options for meals.""",23,3.32,1,1,M,Indonesia, the campus snack bars often run out of popular items which is frustrating for students who rely on these options for meals,"12. ""The campus snack bars often run out of popular items, which is frustrating for students who rely on these options for meals.""",1.6965817,11.020394,0,0.98,Neutral,-0.0258,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"13. ""The food available on campus is too repetitive. I wish there were more rotating menu options.""",20,3.91,2,1,M,Indonesia, the food available on campus is too repetitive i wish there were more rotating menu options,"13. ""The food available on campus is too repetitive. I wish there were more rotating menu options.""",1.4927894,11.380111,0,0.98,Positive,0.1779,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"14. ""The meal plan options are too limited. It would be great if the university could offer more flexible options for students who don't eat on campus every day.""",21,2.36,4,1,M,Indonesia, the meal plan options are too limited it would be great if the university could offer more flexible options for students who dont eat on campus every day,"14. ""The meal plan options are too limited. It would be great if the university could offer more flexible options for students who don't eat on campus every day.""",1.6279837,11.438929,0,0.98,Positive,0.659,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"15. ""The campus convenience store should offer more healthy snack options. Most of the items available are high in sugar and calories.""",22,2.92,4,1,M,Indonesia, the campus convenience store should offer more healthy snack options most of the items available are high in sugar and calories,"15. ""The campus convenience store should offer more healthy snack options. Most of the items available are high in sugar and calories.""",1.6557778,11.179751,0,0.98,Positive,0.4576,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"16. ""I appreciate the campus food co-op, but the prices are too high for most students to afford.""",18,4.47,3,1,M,Indonesia, i appreciate the campus food coop but the prices are too high for most students to afford,"16. ""I appreciate the campus food co-op, but the prices are too high for most students to afford.""",1.7873843,11.359375,0,0.98,Positive,0.2144,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"17. ""The food available on campus is often lukewarm or cold. The university should focus on improving the quality of the food.""",20,3.78,2,1,M,Indonesia, the food available on campus is often lukewarm or cold the university should focus on improving the quality of the food,"17. ""The food available on campus is often lukewarm or cold. The university should focus on improving the quality of the food.""",1.2903153,11.46818,0,0.98,Positive,0.4215,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"18. ""The campus food court should offer more variety. It's difficult to find something I want to eat every day.""",22,2.07,5,1,M,Indonesia, the campus food court should offer more variety its difficult to find something i want to eat every day,"18. ""The campus food court should offer more variety. It's difficult to find something I want to eat every day.""",1.5537086,11.370576,0,0.98,Negative,-0.3535,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"19. ""I wish the campus cafeteria would offer more breakfast options. It's difficult to find a healthy breakfast on campus.""",22,1.4,5,1,M,Indonesia, i wish the campus cafeteria would offer more breakfast options its difficult to find a healthy breakfast on campus,"19. ""I wish the campus cafeteria would offer more breakfast options. It's difficult to find a healthy breakfast on campus.""",1.24899,11.297245,0,0.98,Positive,0.4404,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"20. ""The campus dining hall is not open late enough. It would be great if it could stay open until later in the evening.""",23,2.58,5,1,M,Indonesia, the campus dining hall is not open late enough it would be great if it could stay open until later in the evening,"20. ""The campus dining hall is not open late enough. It would be great if it could stay open until later in the evening.""",1.5372972,11.624615,0,0.98,Positive,0.6249,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"21. ""The quality of the food on campus varies widely. Sometimes it's great, but other times it's barely edible.""",21,1.4,1,1,M,Indonesia, the quality of the food on campus varies widely sometimes its great but other times its barely edible,"21. ""The quality of the food on campus varies widely. Sometimes it's great, but other times it's barely edible.""",1.3180207,11.506555,0,0.98,Positive,0.3716,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"22. ""The prices at the campus coffee shop are too high. It would be great if there were more affordable options for students.""",21,4.06,3,1,M,Indonesia, the prices at the campus coffee shop are too high it would be great if there were more affordable options for students,"22. ""The prices at the campus coffee shop are too high. It would be great if there were more affordable options for students.""",2.0569973,11.22562,0,0.98,Positive,0.6249,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"23. ""The campus dining hall should offer more grab-and-go options for students who are in a hurry.""",19,1.06,3,1,M,Indonesia, the campus dining hall should offer more grabandgo options for students who are in a hurry,"23. ""The campus dining hall should offer more grab-and-go options for students who are in a hurry.""",1.7253814,11.636664,0,0.98,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"24. ""I appreciate the late-night dining options available on campus, but the food is often not fresh or of good quality.""",23,2.16,2,1,M,Indonesia, i appreciate the latenight dining options available on campus but the food is often not fresh or of good quality,"24. ""I appreciate the late-night dining options available on campus, but the food is often not fresh or of good quality.""",1.4309194,11.621864,0,0.98,Positive,0.5035,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"25. ""The campus convenience store should offer more non-perishable food options for students who don't have access to a fridge.""",21,3.57,5,1,M,Indonesia, the campus convenience store should offer more nonperishable food options for students who dont have access to a fridge,"25. ""The campus convenience store should offer more non-perishable food options for students who don't have access to a fridge.""",1.6307878,11.333627,0,0.98,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"26. ""The food available on campus is often too spicy or too bland. The university should work on offering more balanced flavors.""",19,3.43,2,1,M,Indonesia, the food available on campus is often too spicy or too bland the university should work on offering more balanced flavors,"26. ""The food available on campus is often too spicy or too bland. The university should work on offering more balanced flavors.""",1.3594286,11.469696,0,0.98,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"27. ""The campus dining hall should offer more gluten-free options for students with celiac disease or gluten intolerance.""",19,2.73,5,1,M,Indonesia, the campus dining hall should offer more glutenfree options for students with celiac disease or gluten intolerance,"27. ""The campus dining hall should offer more gluten-free options for students with celiac disease or gluten intolerance.""",1.0343614,11.249186,0,0.98,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"28. ""The campus coffee shop should offer more non-coffee drink options. Not all students drink coffee.""",18,4.65,3,1,M,Indonesia, the campus coffee shop should offer more noncoffee drink options not all students drink coffee,"28. ""The campus coffee shop should offer more non-coffee drink options. Not all students drink coffee.""",2.046083,11.280299,0,0.9517,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"1. ""The food options on campus are quite limited and not very appetizing. I wish there were more healthy options available.""",22,3.99,1,1,M,Indonesia, the food options on campus are quite limited and not very appetizing i wish there were more healthy options available,"1. ""The food options on campus are quite limited and not very appetizing. I wish there were more healthy options available.""",1.4496183,11.2014475,0,0.98,Positive,0.5809,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"2. ""I appreciate that there are a few vegetarian options available, but they often run out quickly and I end up having to choose from the same limited menu.""",20,1.03,3,1,M,Indonesia, i appreciate that there are a few vegetarian options available but they often run out quickly and i end up having to choose from the same limited menu,"2. ""I appreciate that there are a few vegetarian options available, but they often run out quickly and I end up having to choose from the same limited menu.""",0.3571464,10.852477,0,0.7038,Negative,-0.128,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"3. ""The food served in the cafeteria is not worth the price. It's often undercooked and the portions are small.""",23,1.12,4,1,M,Indonesia, the food served in the cafeteria is not worth the price its often undercooked and the portions are small,"3. ""The food served in the cafeteria is not worth the price. It's often undercooked and the portions are small.""",1.0359879,10.506139,0,0.98,Negative,-0.1695,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"4. ""I wish there were more affordable options for snacks and drinks on campus. The vending machines are often empty or not working.""",21,2.31,3,1,M,Indonesia, i wish there were more affordable options for snacks and drinks on campus the vending machines are often empty or not working,"4. ""I wish there were more affordable options for snacks and drinks on campus. The vending machines are often empty or not working.""",1.7862071,11.02484,0,0.98,Positive,0.2263,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"5. ""The coffee served in the student center is too expensive for what it is. I would love to see more affordable options available.""",18,2.35,1,1,F,Indonesia, the coffee served in the student center is too expensive for what it is i would love to see more affordable options available,"5. ""The coffee served in the student center is too expensive for what it is. I would love to see more affordable options available.""",2.0681858,11.2444725,0,0.98,Positive,0.6369,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"6. ""The cafeteria is always crowded during peak hours, making it difficult to find a place to sit and eat.""",21,1.02,3,1,F,Indonesia, the cafeteria is always crowded during peak hours making it difficult to find a place to sit and eat,"6. ""The cafeteria is always crowded during peak hours, making it difficult to find a place to sit and eat.""",1.1897376,10.862047,0,0.9364,Negative,-0.3612,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"7. ""The quality of the food in the campus dining hall needs to be improved. It's often bland and unappetizing.""",23,1.13,3,1,F,Indonesia, the quality of the food in the campus dining hall needs to be improved its often bland and unappetizing,"7. ""The quality of the food in the campus dining hall needs to be improved. It's often bland and unappetizing.""",1.0047363,11.730334,0,0.8338,Positive,0.4767,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"8. ""The food served in the campus cafe is often overpriced and not very tasty. I wish there were more options available.""",18,3.98,3,1,F,Indonesia, the food served in the campus cafe is often overpriced and not very tasty i wish there were more options available,"8. ""The food served in the campus cafe is often overpriced and not very tasty. I wish there were more options available.""",1.7033747,11.29684,0,0.98,Positive,0.4522,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"9. ""The campus food options are not very diverse, and I often end up eating the same things over and over again.""",21,3.0,1,1,F,Indonesia, the campus food options are not very diverse and i often end up eating the same things over and over again,"9. ""The campus food options are not very diverse, and I often end up eating the same things over and over again.""",1.4108131,11.478433,0,0.98,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"10. ""I appreciate that the campus has a few healthy options available, but they are often more expensive than the other menu items.""",18,1.25,5,1,F,Indonesia, i appreciate that the campus has a few healthy options available but they are often more expensive than the other menu items,"10. ""I appreciate that the campus has a few healthy options available, but they are often more expensive than the other menu items.""",1.7432941,11.314229,0,0.98,Positive,0.4019,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"11. ""The snacks available in the vending machines are often stale or expired. I wish they were restocked more frequently.""",20,2.86,2,1,F,Indonesia, the snacks available in the vending machines are often stale or expired i wish they were restocked more frequently,"11. ""The snacks available in the vending machines are often stale or expired. I wish they were restocked more frequently.""",1.5006064,10.586408,0,0.7712,Positive,0.4019,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"12. ""The cafeteria should offer more options for students with dietary restrictions or food allergies.""",20,1.38,2,1,F,Indonesia, the cafeteria should offer more options for students with dietary restrictions or food allergies,"12. ""The cafeteria should offer more options for students with dietary restrictions or food allergies.""",0.91131663,11.020509,0,0.98,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"13. ""The food options on campus are limited and often overpriced. I end up having to spend a lot of money on food each week.""",19,2.03,2,1,F,Indonesia, the food options on campus are limited and often overpriced i end up having to spend a lot of money on food each week,"13. ""The food options on campus are limited and often overpriced. I end up having to spend a lot of money on food each week.""",1.7162688,11.255412,0,0.98,Negative,-0.2263,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"14. ""The cafeteria is always very crowded during lunchtime, which makes it difficult to find a place to sit and eat.""",20,4.21,1,1,F,Indonesia, the cafeteria is always very crowded during lunchtime which makes it difficult to find a place to sit and eat,"14. ""The cafeteria is always very crowded during lunchtime, which makes it difficult to find a place to sit and eat.""",1.2131102,10.811315,0,0.98,Negative,-0.3612,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"15. ""I wish there were more options available for breakfast on campus. The current selection is quite limited.""",21,4.02,5,1,F,Indonesia, i wish there were more options available for breakfast on campus the current selection is quite limited,"15. ""I wish there were more options available for breakfast on campus. The current selection is quite limited.""",1.5180312,11.428978,0,0.98,Positive,0.1298,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"16. ""The cafeteria often runs out of popular menu items before the end of the day, leaving students with limited options.""",18,4.9,1,1,F,Indonesia, the cafeteria often runs out of popular menu items before the end of the day leaving students with limited options,"16. ""The cafeteria often runs out of popular menu items before the end of the day, leaving students with limited options.""",1.4502331,11.013477,0,0.8866,Positive,0.2263,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"17. ""The food served in the student center is often cold and unappetizing. I wish the quality were better.""",21,3.32,2,1,F,Indonesia, the food served in the student center is often cold and unappetizing i wish the quality were better,"17. ""The food served in the student center is often cold and unappetizing. I wish the quality were better.""",1.2339108,11.519648,0,0.98,Positive,0.6808,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"18. ""The vending machines on campus are often out of order, making it difficult to find snacks and drinks.""",20,4.64,3,1,F,Indonesia, the vending machines on campus are often out of order making it difficult to find snacks and drinks,"18. ""The vending machines on campus are often out of order, making it difficult to find snacks and drinks.""",1.7604941,10.906159,0,0.98,Negative,-0.3612,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"19. ""The campus needs to provide more healthy snack options, like fresh fruits and vegetables.""",22,3.99,2,1,F,Indonesia, the campus needs to provide more healthy snack options like fresh fruits and vegetables,"19. ""The campus needs to provide more healthy snack options, like fresh fruits and vegetables.""",1.513841,11.219736,0,0.98,Positive,0.7778,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"20. ""The prices for food on campus are too high, especially considering the quality and variety of the options available.""",23,4.2,5,1,F,Indonesia, the prices for food on campus are too high especially considering the quality and variety of the options available,"20. ""The prices for food on campus are too high, especially considering the quality and variety of the options available.""",1.5835869,11.393125,0,0.98,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"21. ""The cafeteria should offer more vegetarian and vegan options, as there are many students on campus with these dietary restrictions.""",19,1.09,5,1,F,Indonesia, the cafeteria should offer more vegetarian and vegan options as there are many students on campus with these dietary restrictions,"21. ""The cafeteria should offer more vegetarian and vegan options, as there are many students on campus with these dietary restrictions.""",0.72462505,10.946041,0,0.98,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"22. ""The coffee served in the campus cafe is often burnt and bitter. I wish there were better options available.""",18,4.94,5,1,F,Indonesia, the coffee served in the campus cafe is often burnt and bitter i wish there were better options available,"22. ""The coffee served in the campus cafe is often burnt and bitter. I wish there were better options available.""",2.0603786,11.244734,0,0.8922,Positive,0.4215,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"23. ""The campus should provide more options for students who need to grab a quick bite between classes.""",21,1.35,2,1,F,Indonesia, the campus should provide more options for students who need to grab a quick bite between classes,"23. ""The campus should provide more options for students who need to grab a quick bite between classes.""",1.873037,11.665066,0,0.98,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"24. ""The snacks available in the campus store are often overpriced and not very appetizing.""",22,1.61,5,1,F,Indonesia, the snacks available in the campus store are often overpriced and not very appetizing,"24. ""The snacks available in the campus store are often overpriced and not very appetizing.""",1.6676785,10.994448,0,0.98,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"25. ""The cafeteria should offer more international food options, to better reflect the diverse student population.""",18,4.84,1,1,F,Indonesia, the cafeteria should offer more international food options to better reflect the diverse student population,"25. ""The cafeteria should offer more international food options, to better reflect the diverse student population.""",0.88286597,11.099011,0,0.98,Positive,0.4404,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"26. ""The campus needs to provide more options for students who have early morning classes and need breakfast on the go.""",19,4.6,1,1,F,Indonesia, the campus needs to provide more options for students who have early morning classes and need breakfast on the go,"26. ""The campus needs to provide more options for students who have early morning classes and need breakfast on the go.""",1.6128848,11.539464,0,0.98,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"27. ""The quality of the food in the campus cafe needs to be improved. It's often stale and unappetizing.""",20,1.44,2,1,F,Indonesia, the quality of the food in the campus cafe needs to be improved its often stale and unappetizing,"27. ""The quality of the food in the campus cafe needs to be improved. It's often stale and unappetizing.""",1.2371646,11.547743,0,0.98,Positive,0.4767,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"28. ""The campus should consider offering a meal plan for students, to make dining on campus more affordable.""",23,2.58,5,1,F,Indonesia, the campus should consider offering a meal plan for students to make dining on campus more affordable,"28. ""The campus should consider offering a meal plan for students, to make dining on campus more affordable.""",1.6654956,11.531688,0,0.98,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"29. ""The vending machines on campus should offer healthier options, like granola bars and trail mix.""",19,2.16,4,1,F,Indonesia, the vending machines on campus should offer healthier options like granola bars and trail mix,"29. ""The vending machines on campus should offer healthier options, like granola bars and trail mix.""",1.7383804,11.00074,0,0.98,Positive,0.3612,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"30. ""The campus needs to provide more options for students who have late classes and need dinner on the go.""",21,2.76,2,1,F,Indonesia, the campus needs to provide more options for students who have late classes and need dinner on the go,"30. ""The campus needs to provide more options for students who have late classes and need dinner on the go.""",1.7413576,11.637839,0,0.98,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"1. ""The food on campus is decent, but the snacks available at the cantine are too expensive.""",19,3.74,5,1,F,Indonesia, the food on campus is decent but the snacks available at the cantine are too expensive,"1. ""The food on campus is decent, but the snacks available at the cantine are too expensive.""",1.5801066,11.170884,0,0.98,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"2. ""I wish there were more vegan options in the cafeteria.""",18,4.49,3,1,F,Indonesia, i wish there were more vegan options in the cafeteria,"2. ""I wish there were more vegan options in the cafeteria.""",0.67229474,10.902023,0,0.98,Positive,0.4019,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"3. ""The sandwiches available in the cantine are always stale.""",23,2.19,3,1,F,Indonesia, the sandwiches available in the cantine are always stale,"3. ""The sandwiches available in the cantine are always stale.""",0.4185094,10.071168,0,0.7038,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"4. ""The food on campus is great, but the cantine is always crowded during lunchtime.""",18,4.14,3,1,F,Indonesia, the food on campus is great but the cantine is always crowded during lunchtime,"4. ""The food on campus is great, but the cantine is always crowded during lunchtime.""",1.3889493,11.06432,0,0.8696,Positive,0.3716,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"5. ""The vegetarian options in the cafeteria are delicious!""",22,1.39,1,1,F,Indonesia, the vegetarian options in the cafeteria are delicious,"5. ""The vegetarian options in the cafeteria are delicious!""",0.66621333,10.804367,0,0.98,Positive,0.6114,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"6. ""The pizza available in the cantine is terrible.""",21,1.67,5,1,F,Indonesia, the pizza available in the cantine is terrible,"6. ""The pizza available in the cantine is terrible.""",0.22258647,10.027346,0,0.7038,Negative,-0.4767,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"7. ""The coffee in the cafeteria is always lukewarm.""",19,2.76,2,1,F,Indonesia, the coffee in the cafeteria is always lukewarm,"7. ""The coffee in the cafeteria is always lukewarm.""",0.98577416,10.299272,0,0.98,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"8. ""The portions served in the cafeteria are too small for the price.""",19,2.71,3,1,F,Indonesia, the portions served in the cafeteria are too small for the price,"8. ""The portions served in the cafeteria are too small for the price.""",1.0495572,10.57017,0,0.98,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"9. ""The sandwiches in the cafeteria are always made with stale bread.""",18,4.82,1,1,F,Indonesia, the sandwiches in the cafeteria are always made with stale bread,"9. ""The sandwiches in the cafeteria are always made with stale bread.""",0.8585653,10.223242,0,0.98,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"10. ""The cantine should offer more gluten-free options.""",18,2.74,4,1,F,Indonesia, the cantine should offer more glutenfree options,"10. ""The cantine should offer more gluten-free options.""",-0.13159546,10.13828,0,0.7038,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"11. ""The salad bar in the cafeteria is always fresh and delicious.""",21,3.95,1,1,F,Indonesia, the salad bar in the cafeteria is always fresh and delicious,"11. ""The salad bar in the cafeteria is always fresh and delicious.""",0.899039,10.40477,0,0.98,Positive,0.7184,Cluster 0,🍽️ Food & Cafeteria Services
Food and Cantines,"12. ""The pastries in the cantine are always stale and tasteless.""",22,3.81,3,1,F,Indonesia, the pastries in the cantine are always stale and tasteless,"12. ""The pastries in the cantine are always stale and tasteless.""",0.16836156,9.986638,0,0.7038,Neutral,0.0,Cluster 0,🍽️ Food & Cafeteria Services
